Gene	gene_length
ENSDARG00000068817	1648
ENSDARG00000068819	1430
ENSDARG00000068820	1359
ENSDARG00000068822	2888
ENSDARG00000068828	5238
ENSDARG00000068830	1568
ENSDARG00000068833	4037
ENSDARG00000068840	1967
ENSDARG00000068846	1980
ENSDARG00000068849	7192
ENSDARG00000068851	1843
ENSDARG00000068855	1821
ENSDARG00000068856	1695
ENSDARG00000068857	3076
ENSDARG00000068858	1135
ENSDARG00000068863	1373
ENSDARG00000068865	2244
ENSDARG00000068868	3502
ENSDARG00000068869	2541
ENSDARG00000068870	1833
ENSDARG00000068874	3018
ENSDARG00000068876	3094
ENSDARG00000068883	3952
ENSDARG00000068886	624
ENSDARG00000068888	2313
ENSDARG00000068892	1344
ENSDARG00000068893	6462
ENSDARG00000068894	5475
ENSDARG00000068910	5681
ENSDARG00000068912	699
ENSDARG00000068915	2578
ENSDARG00000068916	1059
ENSDARG00000068918	2608
ENSDARG00000068919	1934
ENSDARG00000068923	2960
ENSDARG00000068926	3486
ENSDARG00000068934	3386
ENSDARG00000068937	2121
ENSDARG00000068939	1609
ENSDARG00000068940	629
ENSDARG00000068941	1306
ENSDARG00000068945	954
ENSDARG00000068947	3493
ENSDARG00000068951	4017
ENSDARG00000068958	2229
ENSDARG00000068965	4573
ENSDARG00000068966	2062
ENSDARG00000068967	4225
ENSDARG00000068969	1374
ENSDARG00000068973	1865
ENSDARG00000068974	763
ENSDARG00000068976	977
ENSDARG00000068978	1523
ENSDARG00000068981	4925
ENSDARG00000068982	3220
ENSDARG00000068983	2274
ENSDARG00000068989	2305
ENSDARG00000068991	468
ENSDARG00000068992	6877
ENSDARG00000068993	2469
ENSDARG00000068994	2296
ENSDARG00000068995	909
ENSDARG00000068996	824
ENSDARG00000069003	5090
ENSDARG00000069006	6000
ENSDARG00000069009	2235
ENSDARG00000069011	793
ENSDARG00000069012	598
ENSDARG00000069013	1039
ENSDARG00000069014	5759
ENSDARG00000069017	6233
ENSDARG00000069018	1987
ENSDARG00000069026	3822
ENSDARG00000069027	1512
ENSDARG00000069028	1523
ENSDARG00000069029	2043
ENSDARG00000069030	3875
ENSDARG00000069031	1115
ENSDARG00000069033	1546
ENSDARG00000069037	898
ENSDARG00000069038	3558
ENSDARG00000069044	1935
ENSDARG00000069045	1898
ENSDARG00000069046	1641
ENSDARG00000069048	1946
ENSDARG00000069056	4422
ENSDARG00000069058	1065
ENSDARG00000069065	1895
ENSDARG00000069066	6050
ENSDARG00000069074	4975
ENSDARG00000069082	2054
ENSDARG00000069085	5266
ENSDARG00000069089	1676
ENSDARG00000069090	2145
ENSDARG00000069093	5937
ENSDARG00000069095	1858
ENSDARG00000069099	1692
ENSDARG00000069100	2504
ENSDARG00000069101	1612
ENSDARG00000069102	3171
ENSDARG00000069103	780
ENSDARG00000069105	5936
ENSDARG00000069106	959
ENSDARG00000069109	955
ENSDARG00000069111	2647
ENSDARG00000069113	1662
ENSDARG00000069114	2793
ENSDARG00000069116	834
ENSDARG00000069117	2955
ENSDARG00000069118	3154
ENSDARG00000069122	2891
ENSDARG00000069129	8641
ENSDARG00000069133	2178
ENSDARG00000069134	896
ENSDARG00000069135	1904
ENSDARG00000069139	4477
ENSDARG00000069142	4471
ENSDARG00000069143	1310
ENSDARG00000069147	1443
ENSDARG00000069150	1621
ENSDARG00000069157	2369
ENSDARG00000069160	2403
ENSDARG00000069168	4428
ENSDARG00000069169	1950
ENSDARG00000069171	3696
ENSDARG00000069175	3006
ENSDARG00000069184	2273
ENSDARG00000069185	11760
ENSDARG00000069186	2255
ENSDARG00000069189	1107
ENSDARG00000069190	2520
ENSDARG00000069192	826
ENSDARG00000069194	3094
ENSDARG00000069196	2761
ENSDARG00000069199	1366
ENSDARG00000069206	987
ENSDARG00000069208	2408
ENSDARG00000069211	960
ENSDARG00000069213	958
ENSDARG00000069214	1600
ENSDARG00000069216	1613
ENSDARG00000069230	3521
ENSDARG00000069241	804
ENSDARG00000069242	3085
ENSDARG00000069244	1945
ENSDARG00000069245	2624
ENSDARG00000069246	1044
ENSDARG00000069249	2882
ENSDARG00000069250	2322
ENSDARG00000069251	2992
ENSDARG00000069252	2709
ENSDARG00000069254	2864
ENSDARG00000069260	2314
ENSDARG00000069261	1419
ENSDARG00000069262	2239
ENSDARG00000069264	4279
ENSDARG00000069265	1681
ENSDARG00000069266	2050
ENSDARG00000069269	4824
ENSDARG00000069270	2022
ENSDARG00000069271	5249
ENSDARG00000069274	3450
ENSDARG00000069276	1511
ENSDARG00000069278	1586
ENSDARG00000069279	1894
ENSDARG00000069280	6943
ENSDARG00000069281	1686
ENSDARG00000069282	3808
ENSDARG00000069283	2506
ENSDARG00000069286	1835
ENSDARG00000069289	3922
ENSDARG00000069290	1743
ENSDARG00000069292	1950
ENSDARG00000069293	1488
ENSDARG00000069294	374
ENSDARG00000069295	2312
ENSDARG00000069296	2062
ENSDARG00000069297	2435
ENSDARG00000069298	4721
ENSDARG00000069301	2103
ENSDARG00000069302	3347
ENSDARG00000069305	2269
ENSDARG00000069307	648
ENSDARG00000069311	1082
ENSDARG00000069313	1551
ENSDARG00000069314	882
ENSDARG00000069318	2454
ENSDARG00000069321	660
ENSDARG00000069323	1014
ENSDARG00000069324	3862
ENSDARG00000069326	6110
ENSDARG00000069327	1530
ENSDARG00000069328	2021
ENSDARG00000069329	3750
ENSDARG00000069331	4535
ENSDARG00000069332	907
ENSDARG00000069333	1983
ENSDARG00000069334	3470
ENSDARG00000069335	3492
ENSDARG00000069339	6195
ENSDARG00000069342	4280
ENSDARG00000069356	7803
ENSDARG00000069360	2795
ENSDARG00000069361	1941
ENSDARG00000069362	1156
ENSDARG00000069363	2126
ENSDARG00000069368	3016
ENSDARG00000069373	1242
ENSDARG00000069374	1708
ENSDARG00000069375	1539
ENSDARG00000069376	2172
ENSDARG00000069377	1380
ENSDARG00000069378	3890
ENSDARG00000069379	987
ENSDARG00000069381	694
ENSDARG00000069382	1867
ENSDARG00000069383	2244
ENSDARG00000069386	1455
ENSDARG00000069388	1309
ENSDARG00000069390	835
ENSDARG00000069397	8217
ENSDARG00000069401	2098
ENSDARG00000069402	4421
ENSDARG00000069404	3083
ENSDARG00000069407	1529
ENSDARG00000069409	2440
ENSDARG00000069411	1334
ENSDARG00000069415	4745
ENSDARG00000069420	1755
ENSDARG00000069421	975
ENSDARG00000069422	1175
ENSDARG00000069423	1108
ENSDARG00000069425	856
ENSDARG00000069427	2640
ENSDARG00000069428	1559
ENSDARG00000069430	1999
ENSDARG00000069431	2280
ENSDARG00000069432	3667
ENSDARG00000069433	3545
ENSDARG00000069435	3179
ENSDARG00000069438	3866
ENSDARG00000069439	1097
ENSDARG00000069440	2754
ENSDARG00000069441	1200
ENSDARG00000069445	2841
ENSDARG00000069446	2280
ENSDARG00000069450	2801
ENSDARG00000069451	2327
ENSDARG00000069453	1851
ENSDARG00000069459	2839
ENSDARG00000069461	1000
ENSDARG00000069463	3595
ENSDARG00000069464	952
ENSDARG00000069467	4215
ENSDARG00000069469	2070
ENSDARG00000069471	2187
ENSDARG00000069472	5229
ENSDARG00000069473	7217
ENSDARG00000069476	2024
ENSDARG00000069478	4866
ENSDARG00000069481	997
ENSDARG00000069482	2220
ENSDARG00000069484	3559
ENSDARG00000069485	1783
ENSDARG00000069494	1147
ENSDARG00000069495	821
ENSDARG00000069496	1322
ENSDARG00000069497	1252
ENSDARG00000069498	2175
ENSDARG00000069499	1713
ENSDARG00000069500	1260
ENSDARG00000069501	1310
ENSDARG00000069503	2018
ENSDARG00000069504	897
ENSDARG00000069505	1999
ENSDARG00000069507	1426
ENSDARG00000069515	2187
ENSDARG00000069518	943
ENSDARG00000069521	955
ENSDARG00000069525	1007
ENSDARG00000069527	1633
ENSDARG00000069529	1760
ENSDARG00000069537	783
ENSDARG00000069538	2545
ENSDARG00000069540	3277
ENSDARG00000069542	2750
ENSDARG00000069543	2320
ENSDARG00000069545	784
ENSDARG00000069548	1555
ENSDARG00000069549	1560
ENSDARG00000069552	1045
ENSDARG00000069555	2122
ENSDARG00000069559	7790
ENSDARG00000069560	2743
ENSDARG00000069563	2514
ENSDARG00000069566	3626
ENSDARG00000069583	3368
ENSDARG00000069589	3139
ENSDARG00000069590	1791
ENSDARG00000069594	6053
ENSDARG00000069595	7762
ENSDARG00000069598	1518
ENSDARG00000069600	5996
ENSDARG00000069601	2023
ENSDARG00000069603	10997
ENSDARG00000069607	1637
ENSDARG00000069608	3296
ENSDARG00000069615	2120
ENSDARG00000069619	4360
ENSDARG00000069624	720
ENSDARG00000069627	2995
ENSDARG00000069630	2023
ENSDARG00000069632	1459
ENSDARG00000069640	2235
ENSDARG00000069649	1220
ENSDARG00000069654	3570
ENSDARG00000069660	5002
ENSDARG00000069661	1846
ENSDARG00000069662	1521
ENSDARG00000069669	1578
ENSDARG00000069671	1432
ENSDARG00000069672	1962
ENSDARG00000069673	1639
ENSDARG00000069674	1020
ENSDARG00000069675	1046
ENSDARG00000069677	1222
ENSDARG00000069681	1978
ENSDARG00000069692	7679
ENSDARG00000069696	3338
ENSDARG00000069698	2549
ENSDARG00000069701	1679
ENSDARG00000069703	1861
ENSDARG00000069706	1483
ENSDARG00000069707	1516
ENSDARG00000069708	1838
ENSDARG00000069710	3741
ENSDARG00000069715	1342
ENSDARG00000069723	1222
ENSDARG00000069726	2734
ENSDARG00000069728	1690
ENSDARG00000069729	1234
ENSDARG00000069733	4766
ENSDARG00000069734	650
ENSDARG00000069735	564
ENSDARG00000069737	3210
ENSDARG00000069739	1119
ENSDARG00000069742	2713
ENSDARG00000069744	1210
ENSDARG00000069745	1992
ENSDARG00000069748	1943
ENSDARG00000069752	2586
ENSDARG00000069755	9157
ENSDARG00000069758	3655
ENSDARG00000069763	3845
ENSDARG00000069765	10829
ENSDARG00000069766	1452
ENSDARG00000069767	1813
ENSDARG00000069769	555
ENSDARG00000069773	2130
ENSDARG00000069774	3137
ENSDARG00000069775	2163
ENSDARG00000069780	2242
ENSDARG00000069781	821
ENSDARG00000069787	2583
ENSDARG00000069790	1383
ENSDARG00000069792	926
ENSDARG00000069795	2301
ENSDARG00000069796	2027
ENSDARG00000069799	1251
ENSDARG00000069801	819
ENSDARG00000069804	1425
ENSDARG00000069806	1122
ENSDARG00000069807	3699
ENSDARG00000069808	4622
ENSDARG00000069815	2117
ENSDARG00000069817	2177
ENSDARG00000069823	3254
ENSDARG00000069826	623
ENSDARG00000069827	860
ENSDARG00000069828	1720
ENSDARG00000069829	2324
ENSDARG00000069832	1182
ENSDARG00000069833	4586
ENSDARG00000069834	1364
ENSDARG00000069839	2844
ENSDARG00000069843	1869
ENSDARG00000069844	1511
ENSDARG00000069846	1108
ENSDARG00000069848	1032
ENSDARG00000069850	814
ENSDARG00000069852	1530
ENSDARG00000069853	1814
ENSDARG00000069855	6778
ENSDARG00000069857	1834
ENSDARG00000069865	989
ENSDARG00000069866	1929
ENSDARG00000069869	1659
ENSDARG00000069878	1706
ENSDARG00000069888	1943
ENSDARG00000069893	6009
ENSDARG00000069895	1454
ENSDARG00000069901	1537
ENSDARG00000069904	3328
ENSDARG00000069909	2290
ENSDARG00000069910	1723
ENSDARG00000069912	1415
ENSDARG00000069917	5619
ENSDARG00000069920	1697
ENSDARG00000069922	6568
ENSDARG00000069926	1535
ENSDARG00000069928	4757
ENSDARG00000069929	1479
ENSDARG00000069934	7761
ENSDARG00000069937	3398
ENSDARG00000069940	1613
ENSDARG00000069941	1613
ENSDARG00000069944	2906
ENSDARG00000069945	1439
ENSDARG00000069946	4759
ENSDARG00000069951	2224
ENSDARG00000069953	4129
ENSDARG00000069954	3606
ENSDARG00000069956	2865
ENSDARG00000069957	4508
ENSDARG00000069958	2043
ENSDARG00000069961	2398
ENSDARG00000069966	4387
ENSDARG00000069968	2913
ENSDARG00000069970	1876
ENSDARG00000069977	1468
ENSDARG00000069978	1042
ENSDARG00000069980	3604
ENSDARG00000069981	5226
ENSDARG00000069984	1474
ENSDARG00000069988	2211
ENSDARG00000069989	9574
ENSDARG00000069995	2339
ENSDARG00000069996	3375
ENSDARG00000069998	1088
ENSDARG00000070000	2018
ENSDARG00000070006	2099
ENSDARG00000070011	2037
ENSDARG00000070012	2194
ENSDARG00000070013	1435
ENSDARG00000070015	1387
ENSDARG00000070019	2889
ENSDARG00000070021	2316
ENSDARG00000070025	12407
ENSDARG00000070028	1574
ENSDARG00000070029	2480
ENSDARG00000070037	4501
ENSDARG00000070038	669
ENSDARG00000070039	572
ENSDARG00000070040	2312
ENSDARG00000070041	3928
ENSDARG00000070043	1964
ENSDARG00000070045	2248
ENSDARG00000070046	802
ENSDARG00000070047	2633
ENSDARG00000070048	1295
ENSDARG00000070050	1213
ENSDARG00000070052	7305
ENSDARG00000070053	2755
ENSDARG00000070055	2605
ENSDARG00000070056	693
ENSDARG00000070057	1156
ENSDARG00000070059	1729
ENSDARG00000070061	1564
ENSDARG00000070065	1901
ENSDARG00000070069	2504
ENSDARG00000070073	2075
ENSDARG00000070074	9207
ENSDARG00000070076	1381
ENSDARG00000070078	7871
ENSDARG00000070080	10818
ENSDARG00000070081	2254
ENSDARG00000070083	1866
ENSDARG00000070084	2258
ENSDARG00000070085	2739
ENSDARG00000070092	1970
ENSDARG00000070094	2706
ENSDARG00000070097	3587
ENSDARG00000070098	9183
ENSDARG00000070100	10581
ENSDARG00000070107	4083
ENSDARG00000070108	2865
ENSDARG00000070109	3721
ENSDARG00000070110	1516
ENSDARG00000070116	1497
ENSDARG00000070119	3621
ENSDARG00000070121	588
ENSDARG00000070122	6664
ENSDARG00000070124	6762
ENSDARG00000070126	1419
ENSDARG00000070127	3289
ENSDARG00000070131	1570
ENSDARG00000070132	2708
ENSDARG00000070138	1433
ENSDARG00000070140	2416
ENSDARG00000070141	1461
ENSDARG00000070142	727
ENSDARG00000070145	3381
ENSDARG00000070148	2335
ENSDARG00000070150	3181
ENSDARG00000070151	4045
ENSDARG00000070155	1556
ENSDARG00000070157	2730
ENSDARG00000070161	3783
ENSDARG00000070162	10886
ENSDARG00000070164	6295
ENSDARG00000070165	3935
ENSDARG00000070166	2517
ENSDARG00000070168	1125
ENSDARG00000070170	3619
ENSDARG00000070173	3449
ENSDARG00000070174	6375
ENSDARG00000070178	1576
ENSDARG00000070187	4403
ENSDARG00000070203	1213
ENSDARG00000070206	1941
ENSDARG00000070213	1553
ENSDARG00000070214	3144
ENSDARG00000070215	793
ENSDARG00000070220	2725
ENSDARG00000070222	2000
ENSDARG00000070227	4671
ENSDARG00000070228	5907
ENSDARG00000070229	5353
ENSDARG00000070230	3075
ENSDARG00000070231	2928
ENSDARG00000070239	5496
ENSDARG00000070256	4728
ENSDARG00000070261	3292
ENSDARG00000070266	2719
ENSDARG00000070271	402
ENSDARG00000070272	2251
ENSDARG00000070278	1714
ENSDARG00000070280	612
ENSDARG00000070284	1637
ENSDARG00000070289	448
ENSDARG00000070297	372
ENSDARG00000070299	2339
ENSDARG00000070314	1831
ENSDARG00000070317	1865
ENSDARG00000070318	1111
ENSDARG00000070320	887
ENSDARG00000070321	950
ENSDARG00000070331	16267
ENSDARG00000070337	8400
ENSDARG00000070338	1161
ENSDARG00000070339	4159
ENSDARG00000070340	956
ENSDARG00000070341	2027
ENSDARG00000070343	757
ENSDARG00000070344	2342
ENSDARG00000070346	1186
ENSDARG00000070348	2401
ENSDARG00000070351	1971
ENSDARG00000070352	825
ENSDARG00000070353	1162
ENSDARG00000070357	1028
ENSDARG00000070358	1174
ENSDARG00000070360	2022
ENSDARG00000070362	1345
ENSDARG00000070368	1806
ENSDARG00000070371	3310
ENSDARG00000070378	1514
ENSDARG00000070386	4967
ENSDARG00000070387	863
ENSDARG00000070389	2027
ENSDARG00000070390	5449
ENSDARG00000070391	1642
ENSDARG00000070392	2892
ENSDARG00000070393	1768
ENSDARG00000070394	2677
ENSDARG00000070396	1959
ENSDARG00000070399	2070
ENSDARG00000070401	753
ENSDARG00000070403	625
ENSDARG00000070404	1103
ENSDARG00000070407	964
ENSDARG00000070408	2538
ENSDARG00000070412	2593
ENSDARG00000070414	2369
ENSDARG00000070416	2077
ENSDARG00000070419	1530
ENSDARG00000070423	1214
ENSDARG00000070425	7391
ENSDARG00000070426	1705
ENSDARG00000070427	995
ENSDARG00000070428	2049
ENSDARG00000070430	1697
ENSDARG00000070431	3192
ENSDARG00000070432	9499
ENSDARG00000070433	3544
ENSDARG00000070434	1933
ENSDARG00000070435	1965
ENSDARG00000070437	3692
ENSDARG00000070440	1868
ENSDARG00000070441	2186
ENSDARG00000070442	8713
ENSDARG00000070447	1933
ENSDARG00000070448	7765
ENSDARG00000070449	2069
ENSDARG00000070452	1752
ENSDARG00000070453	5485
ENSDARG00000070454	1599
ENSDARG00000070455	3281
ENSDARG00000070458	1747
ENSDARG00000070461	3125
ENSDARG00000070463	3872
ENSDARG00000070465	2987
ENSDARG00000070467	3692
ENSDARG00000070470	4714
ENSDARG00000070471	1964
ENSDARG00000070472	2201
ENSDARG00000070473	7158
ENSDARG00000070475	3995
ENSDARG00000070477	6766
ENSDARG00000070478	1997
ENSDARG00000070479	2295
ENSDARG00000070480	2300
ENSDARG00000070484	1746
ENSDARG00000070485	1041
ENSDARG00000070486	731
ENSDARG00000070487	4632
ENSDARG00000070490	1199
ENSDARG00000070491	6052
ENSDARG00000070494	6274
ENSDARG00000070495	1091
ENSDARG00000070497	1823
ENSDARG00000070498	3120
ENSDARG00000070502	766
ENSDARG00000070504	4956
ENSDARG00000070507	4288
ENSDARG00000070511	2765
ENSDARG00000070512	1659
ENSDARG00000070513	5730
ENSDARG00000070522	8058
ENSDARG00000070526	1902
ENSDARG00000070535	558
ENSDARG00000070536	2912
ENSDARG00000070537	1822
ENSDARG00000070538	3322
ENSDARG00000070539	1472
ENSDARG00000070541	1809
ENSDARG00000070542	1612
ENSDARG00000070543	7880
ENSDARG00000070545	3795
ENSDARG00000070546	1971
ENSDARG00000070553	2539
ENSDARG00000070555	3563
ENSDARG00000070558	950
ENSDARG00000070560	4221
ENSDARG00000070565	1792
ENSDARG00000070567	5754
ENSDARG00000070568	6063
ENSDARG00000070570	1822
ENSDARG00000070571	2468
ENSDARG00000070573	2217
ENSDARG00000070575	2810
ENSDARG00000070578	1775
ENSDARG00000070579	1810
ENSDARG00000070581	1790
ENSDARG00000070583	2420
ENSDARG00000070584	2504
ENSDARG00000070589	686
ENSDARG00000070590	1858
ENSDARG00000070597	2116
ENSDARG00000070598	2066
ENSDARG00000070600	4871
ENSDARG00000070601	7044
ENSDARG00000070603	3236
ENSDARG00000070604	2653
ENSDARG00000070605	3112
ENSDARG00000070606	5066
ENSDARG00000070607	2183
ENSDARG00000070611	806
ENSDARG00000070617	1184
ENSDARG00000070618	2716
ENSDARG00000070620	6134
ENSDARG00000070621	5591
ENSDARG00000070623	1096
ENSDARG00000070624	1710
ENSDARG00000070625	4153
ENSDARG00000070626	3099
ENSDARG00000070627	1844
ENSDARG00000070644	3051
ENSDARG00000070651	6370
ENSDARG00000070654	2986
ENSDARG00000070656	2211
ENSDARG00000070657	2261
ENSDARG00000070658	2281
ENSDARG00000070661	2380
ENSDARG00000070666	2316
ENSDARG00000070668	2052
ENSDARG00000070669	4038
ENSDARG00000070670	2072
ENSDARG00000070672	2291
ENSDARG00000070673	1386
ENSDARG00000070674	1430
ENSDARG00000070675	1775
ENSDARG00000070676	1275
ENSDARG00000070677	1838
ENSDARG00000070681	4030
ENSDARG00000070682	2406
ENSDARG00000070683	1118
ENSDARG00000070685	915
ENSDARG00000070686	1563
ENSDARG00000070688	3106
ENSDARG00000070692	2065
ENSDARG00000070694	884
ENSDARG00000070698	5920
ENSDARG00000070702	2421
ENSDARG00000070704	5681
ENSDARG00000070705	1519
ENSDARG00000070709	2127
ENSDARG00000070710	1276
ENSDARG00000070713	1573
ENSDARG00000070714	6916
ENSDARG00000070717	4403
ENSDARG00000070721	2128
ENSDARG00000070723	1802
ENSDARG00000070724	2265
ENSDARG00000070726	3020
ENSDARG00000070730	2016
ENSDARG00000070734	7285
ENSDARG00000070735	1214
ENSDARG00000070740	1045
ENSDARG00000070743	1972
ENSDARG00000070746	1395
ENSDARG00000070755	1330
ENSDARG00000070757	3082
ENSDARG00000070769	2336
ENSDARG00000070770	1783
ENSDARG00000070774	3975
ENSDARG00000070775	2146
ENSDARG00000070780	721
ENSDARG00000070781	3259
ENSDARG00000070786	4195
ENSDARG00000070787	6758
ENSDARG00000070792	2277
ENSDARG00000070794	7734
ENSDARG00000070795	1838
ENSDARG00000070798	2762
ENSDARG00000070800	3189
ENSDARG00000070801	6833
ENSDARG00000070809	3972
ENSDARG00000070810	770
ENSDARG00000070812	1287
ENSDARG00000070818	2187
ENSDARG00000070822	6136
ENSDARG00000070824	858
ENSDARG00000070826	2654
ENSDARG00000070828	2072
ENSDARG00000070830	2724
ENSDARG00000070831	2598
ENSDARG00000070832	5262
ENSDARG00000070833	1750
ENSDARG00000070834	805
ENSDARG00000070835	1531
ENSDARG00000070839	4855
ENSDARG00000070843	2504
ENSDARG00000070844	1365
ENSDARG00000070845	1395
ENSDARG00000070846	3910
ENSDARG00000070847	1656
ENSDARG00000070849	497
ENSDARG00000070850	1166
ENSDARG00000070851	1518
ENSDARG00000070852	1979
ENSDARG00000070857	1775
ENSDARG00000070858	1947
ENSDARG00000070864	2314
ENSDARG00000070866	1327
ENSDARG00000070867	752
ENSDARG00000070868	1751
ENSDARG00000070873	3688
ENSDARG00000070874	1685
ENSDARG00000070885	1079
ENSDARG00000070890	2567
ENSDARG00000070892	2056
ENSDARG00000070894	1587
ENSDARG00000070898	1512
ENSDARG00000070903	4382
ENSDARG00000070913	2072
ENSDARG00000070914	2970
ENSDARG00000070916	6000
ENSDARG00000070917	1613
ENSDARG00000070918	1444
ENSDARG00000070919	2201
ENSDARG00000070922	2099
ENSDARG00000070923	1157
ENSDARG00000070929	1943
ENSDARG00000070930	472
ENSDARG00000070931	1710
ENSDARG00000070932	483
ENSDARG00000070939	3593
ENSDARG00000070941	1583
ENSDARG00000070950	3880
ENSDARG00000070951	4079
ENSDARG00000070952	3154
ENSDARG00000070953	2944
ENSDARG00000070954	1331
ENSDARG00000070955	2121
ENSDARG00000070957	1425
ENSDARG00000070958	3691
ENSDARG00000070959	2618
ENSDARG00000070960	1805
ENSDARG00000070961	6038
ENSDARG00000070964	2315
ENSDARG00000070966	753
ENSDARG00000070971	3499
ENSDARG00000070972	1120
ENSDARG00000070979	763
ENSDARG00000070981	12685
ENSDARG00000070985	921
ENSDARG00000070986	2273
ENSDARG00000070991	3340
ENSDARG00000070995	3648
ENSDARG00000071001	4541
ENSDARG00000071004	6079
ENSDARG00000071005	2170
ENSDARG00000071007	1166
ENSDARG00000071009	7861
ENSDARG00000071010	2712
ENSDARG00000071011	1783
ENSDARG00000071012	1354
ENSDARG00000071013	1893
ENSDARG00000071014	2525
ENSDARG00000071015	3688
ENSDARG00000071017	2104
ENSDARG00000071018	3316
ENSDARG00000071020	519
ENSDARG00000071021	2817
ENSDARG00000071024	2429
ENSDARG00000071025	3331
ENSDARG00000071026	1330
ENSDARG00000071029	1545
ENSDARG00000071031	2918
ENSDARG00000071032	1577
ENSDARG00000071036	1080
ENSDARG00000071037	2893
ENSDARG00000071040	1294
ENSDARG00000071042	2615
ENSDARG00000071044	1412
ENSDARG00000071046	696
ENSDARG00000071048	1561
ENSDARG00000071049	1622
ENSDARG00000071051	5708
ENSDARG00000071052	2706
ENSDARG00000071055	3953
ENSDARG00000071059	1904
ENSDARG00000071060	974
ENSDARG00000071062	4389
ENSDARG00000071065	6917
ENSDARG00000071070	578
ENSDARG00000071074	1452
ENSDARG00000071076	1781
ENSDARG00000071082	5249
ENSDARG00000071083	5575
ENSDARG00000071084	4280
ENSDARG00000071085	1109
ENSDARG00000071086	2640
ENSDARG00000071087	2176
ENSDARG00000071088	558
ENSDARG00000071090	2986
ENSDARG00000071091	3277
ENSDARG00000071095	4075
ENSDARG00000071097	2348
ENSDARG00000071103	925
ENSDARG00000071107	2955
ENSDARG00000071113	13117
ENSDARG00000071116	2345
ENSDARG00000071139	1497
ENSDARG00000071143	1650
ENSDARG00000071150	10240
ENSDARG00000071152	1831
ENSDARG00000071159	1766
ENSDARG00000071164	1259
ENSDARG00000071168	3701
ENSDARG00000071173	6367
ENSDARG00000071183	800
ENSDARG00000071192	1959
ENSDARG00000071196	3403
ENSDARG00000071197	4651
ENSDARG00000071198	848
ENSDARG00000071203	1589
ENSDARG00000071205	1343
ENSDARG00000071208	2242
ENSDARG00000071209	6176
ENSDARG00000071211	1011
ENSDARG00000071212	2774
ENSDARG00000071213	3874
ENSDARG00000071215	3452
ENSDARG00000071216	1467
ENSDARG00000071217	1263
ENSDARG00000071223	1200
ENSDARG00000071224	1595
ENSDARG00000071230	3083
ENSDARG00000071233	2348
ENSDARG00000071235	2673
ENSDARG00000071238	1955
ENSDARG00000071241	2128
ENSDARG00000071250	1595
ENSDARG00000071251	4779
ENSDARG00000071259	3729
ENSDARG00000071261	2625
ENSDARG00000071271	2012
ENSDARG00000071272	9249
ENSDARG00000071288	3072
ENSDARG00000071294	6823
ENSDARG00000071298	1583
ENSDARG00000071304	5004
ENSDARG00000071306	1536
ENSDARG00000071310	1267
ENSDARG00000071325	3848
ENSDARG00000071331	16422
ENSDARG00000071333	925
ENSDARG00000071336	1290
ENSDARG00000071339	922
ENSDARG00000071341	2439
ENSDARG00000071345	1106
ENSDARG00000071347	3166
ENSDARG00000071353	9472
ENSDARG00000071355	3403
ENSDARG00000071357	3389
ENSDARG00000071360	954
ENSDARG00000071361	1765
ENSDARG00000071374	5226
ENSDARG00000071375	1699
ENSDARG00000071377	1611
ENSDARG00000071378	1298
ENSDARG00000071381	784
ENSDARG00000071384	6838
ENSDARG00000071386	773
ENSDARG00000071389	844
ENSDARG00000071394	957
ENSDARG00000071395	5112
ENSDARG00000071396	1394
ENSDARG00000071397	1381
ENSDARG00000071398	796
ENSDARG00000071403	1426
ENSDARG00000071406	2113
ENSDARG00000071407	1199
ENSDARG00000071409	2396
ENSDARG00000071410	792
ENSDARG00000071413	5050
ENSDARG00000071414	1607
ENSDARG00000071416	1125
ENSDARG00000071418	1824
ENSDARG00000071424	3825
ENSDARG00000071425	1384
ENSDARG00000071426	2327
ENSDARG00000071429	2337
ENSDARG00000071437	4286
ENSDARG00000071439	715
ENSDARG00000071445	2299
ENSDARG00000071446	363
ENSDARG00000071449	1923
ENSDARG00000071450	4083
ENSDARG00000071454	678
ENSDARG00000071456	972
ENSDARG00000071457	678
ENSDARG00000071458	5608
ENSDARG00000071460	6394
ENSDARG00000071461	613
ENSDARG00000071462	6018
ENSDARG00000071463	2081
ENSDARG00000071465	1522
ENSDARG00000071467	4913
ENSDARG00000071468	699
ENSDARG00000071469	4705
ENSDARG00000071475	4511
ENSDARG00000071478	3906
ENSDARG00000071487	2488
ENSDARG00000071491	2351
ENSDARG00000071492	1789
ENSDARG00000071493	2910
ENSDARG00000071494	2543
ENSDARG00000071495	1318
ENSDARG00000071496	2423
ENSDARG00000071497	3711
ENSDARG00000071498	1757
ENSDARG00000071499	798
ENSDARG00000071500	1127
ENSDARG00000071501	1224
ENSDARG00000071506	5447
ENSDARG00000071518	3989
ENSDARG00000071524	5644
ENSDARG00000071541	992
ENSDARG00000071543	963
ENSDARG00000071548	4059
ENSDARG00000071549	2908
ENSDARG00000071551	2228
ENSDARG00000071553	1795
ENSDARG00000071554	907
ENSDARG00000071555	1063
ENSDARG00000071558	1428
ENSDARG00000071560	1291
ENSDARG00000071562	6092
ENSDARG00000071565	3490
ENSDARG00000071566	2233
ENSDARG00000071567	918
ENSDARG00000071570	2664
ENSDARG00000071573	1366
ENSDARG00000071578	1436
ENSDARG00000071579	759
